symbol,name,price,marketCap,volume,industry
NVDA,NVIDIA Corporation Common Stock,234.265,5645786500000.0,33305185,Technology
AAPL,Apple Inc. Common Stock,323.64,4723260415200.0,5173370,Technology
GOOGL,Alphabet Inc. Class A Common Stock,341.49,4176422700000.0,2505745,Technology
GOOG,Alphabet Inc. Class C Capital Stock,337.95,4133128500000.0,1675551,Technology
MSFT,Microsoft Corporation Common Stock,503.61,3739578964723.0,2437390,Technology
AMZN,Amazon.com Inc. Common Stock,257.77,2780388049454.0,4777215,Consumer Discretionary
SPCX,Space Exploration Technologies Corp. Class A Common Stock,150.19,2038502079859.0,15084404,Technology
AVGO,Broadcom Inc. Common Stock,356.72,1697124008231.0,6268687,Technology
META,Meta Platforms Inc. Class A Common Stock,609.98,1553927847126.0,2272727,Technology
TSLA,Tesla Inc. Common Stock,358.96,1417729532550.0,16608269,Industrials
MU,Micron Technology Inc. Common Stock,998.11,1127258597945.0,10174358,Technology
BRK/B,Berkshire Hathaway Inc.,506.855,1118279949948.0,376709,Uncategorized
BRK/A,Berkshire Hathaway Inc.,760222.495,1118191502111.0,48,Uncategorized
LLY,Eli Lilly and Company Common Stock,1144.015,1076926602716.0,223845,Health Care
JPM,JP Morgan Chase & Co. Common Stock,359.65,956016665032.0,399025,Finance
WMT,Walmart Inc. Common Stock,108.48,860652792224.0,2667389,Consumer Discretionary
AMD,Advanced Micro Devices Inc. Common Stock,470.78,768536600273.0,4071110,Technology
V,Visa Inc.,375.655,671203534047.0,308844,Consumer Discretionary
JNJ,Johnson & Johnson Common Stock,275.075,662902856570.0,347865,Health Care
XOM,ExxonMobil Holdings Corporation Common Stock,159.42,655521004663.0,1351664,Energy
GOOGM,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series A Mandatory Convertible Preferred Stock,48.3,590709000000.0,16280,Technology
GOOGN,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series B Mandatory Convertible Preferred Stock,48.2,589486000000.0,17095,Technology
MA,Mastercard Incorporated Common Stock,582.255,510061167615.0,150973,Consumer Discretionary
INTC,Intel Corporation Common Stock,94.74,500707485472.0,21532280,Technology
ABBV,AbbVie Inc. Common Stock,256.865,453910581412.0,264321,Health Care
ORCL,Oracle Corporation Common Stock,157.57,453875815470.0,5950998,Technology
BAC,Bank of America Corporation Common Stock,62.45,436697135394.0,3752551,Finance
CSCO,Cisco Systems Inc. Common Stock (DE),110.075,433980250045.0,1371767,Telecommunications
PLTR,Palantir Technologies Inc. Class A Common Stock,176.62,424250685638.0,5687973,Technology
CVX,Chevron Corporation Common Stock,207.215,409409444542.0,700673,Energy
COST,Costco Wholesale Corporation Common Stock,923.1,409375283972.0,153887,Consumer Discretionary
LRCX,Lam Research Corporation Common Stock,309.825,387690528825.0,1272905,Technology
KO,Coca-Cola Company (The) Common Stock,88.52,380861658990.0,958044,Consumer Staples
CAT,Caterpillar Inc. Common Stock,818.49,376239299898.0,440601,Industrials
MRK,Merck & Company Inc. Common Stock (new),150.45,371185972937.0,448426,Health Care
AMAT,Applied Materials Inc. Common Stock,457.93,363412077073.0,1315767,Technology
UNH,UnitedHealth Group Incorporated Common Stock (DE),400.215,359230921692.0,191122,Health Care
GE,GE Aerospace Common Stock,334.79,347365553727.0,211104,Technology
DELL,Dell Technologies Inc. Class C Common Stock ,527.8683,342115663426.0,2233185,Technology
PG,Procter & Gamble Company (The) Common Stock,146.63,340831619588.0,473987,Consumer Discretionary
MS,Morgan Stanley Common Stock,216.04,339305141724.0,243380,Finance
NFLX,Netflix Inc. Common Stock,81.23,338236819881.0,3535769,Consumer Discretionary
HD,Home Depot Inc. (The) Common Stock,319.265,318527378445.0,272351,Consumer Discretionary
GS,Goldman Sachs Group Inc. (The) Common Stock,1030.795,300138031509.0,184341,Finance
PM,Philip Morris International Inc Common Stock,184.69,287860316049.0,269268,Health Care
PANW,Palo Alto Networks Inc. Common Stock,334.57,272674550000.0,919502,Technology
RTX,RTX Corporation Common Stock,200.805,270636574106.0,350397,Industrials
WFC,Wells Fargo & Company Common Stock,89.145,269574420808.0,638538,Finance
GEV,GE Vernova Inc. Common Stock,957.73,255075660531.0,231756,Technology
ANET,Arista Networks Inc. Common Stock,195.4,246443296219.0,474033,Telecommunications
KLAC,KLA Corporation Common Stock,186.03,243056898041.0,2492596,Technology
SNDK,Sandisk Corporation Common Stock,1653.32,242077462733.0,4160603,Technology
TXN,Texas Instruments Incorporated Common Stock,259.99,237435265883.0,451743,Technology
AMGN,Amgen Inc. Common Stock,438.885,237275277514.0,120798,Health Care
C,Citigroup Inc. Common Stock,136.67,229255285133.0,534435,Finance
TMO,Thermo Fisher Scientific Inc Common Stock,607.855,224752736532.0,97535,Industrials
LIN,Linde plc Ordinary Shares,480.31,221413382091.0,152954,Basic Materials
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,216.065,221236481637.0,1268458,Technology
AXP,American Express Company Common Stock,327.215,220971507005.0,133208,Finance
IBM,International Business Machines Corporation Common Stock,233.775,220247467022.0,312781,Technology
CRM,Salesforce Inc. Common Stock,259.64,213683720000.0,1379759,Technology
VZ,Verizon Communications Inc. Common Stock,50.365,209255253049.0,1165938,Telecommunications
TMUS,T-Mobile US Inc. Common Stock,182.62,195891289966.0,447604,Telecommunications
MRVL,Marvell Technology Inc. Common Stock,217.46,190690674000.0,5054960,Technology
PEP,PepsiCo Inc. Common Stock,138.72,189337756926.0,797166,Consumer Staples
SCHW,Charles Schwab Corporation (The) Common Stock,109.03,188549472897.0,284058,Finance
DE,Deere & Company Common Stock,696.805,187876335209.0,95947,Industrials
ABT,Abbott Laboratories Common Stock,108.13,187106345796.0,772970,Health Care
GILD,Gilead Sciences Inc. Common Stock,150.61,186749645895.0,364155,Health Care
DIS,Walt Disney Company (The) Common Stock,105.98,182994277874.0,543786,Consumer Discretionary
MCD,McDonald's Corporation Common Stock,256.745,181683424877.0,564405,Consumer Discretionary
QCOM,QUALCOMM Incorporated Common Stock,169.87,178403236160.0,1124703,Technology
T,AT&T Inc.,26.015,178264812685.0,1681094,Telecommunications
ADI,Analog Devices Inc. Common Stock,364.405,176578078273.0,802304,Technology
NEE,NextEra Energy Inc. Common Stock,83.78,174763254350.0,641635,Utilities
WELL,Welltower Inc. Common Stock,240.225,173140955854.0,51338,Real Estate
UNP,Union Pacific Corporation Common Stock,291.07,172917555203.0,94243,Industrials
BLK,BlackRock Inc. Common Stock,1114.74,172638957778.0,26282,Finance
WDC,Western Digital Corporation Common Stock,466.39,168152690872.0,1406851,Technology
BA,Boeing Company (The) Common Stock,210.51,166380792910.0,322594,Industrials
SCCO,Southern Copper Corporation Common Stock,198.23,165389574080.0,70608,Basic Materials
PFE,Pfizer Inc. Common Stock,28.425,162013221767.0,2403822,Health Care
COP,ConocoPhillips Common Stock,132.88,159633724210.0,447626,Energy
UBER,Uber Technologies Inc. Common Stock,75.68,154580949957.0,2112290,Consumer Discretionary
NOW,ServiceNow Inc. Common Stock,141.2771,146080521400.0,2635574,Technology
TJX,TJX Companies Inc. (The) Common Stock,132.6673,145930588743.0,553565,Consumer Discretionary
BKNG,Booking Holdings Inc. Common Stock,193.13,145114115965.0,492425,Consumer Discretionary
DHR,Danaher Corporation Common Stock,205.52,144477693818.0,381470,Industrials
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,552.4,140011814418.0,52116,Health Care
TBB,AT&T Inc. 5.350% Global Notes due 2066,19.455,139110749513.0,42256,Telecommunications
BMY,Bristol-Myers Squibb Company Common Stock,66.92,136698464780.0,394510,Health Care
COF,Capital One Financial Corporation Common Stock,218.7,134169133633.0,123806,Finance
NEM,Newmont Corporation,127.03,133850529185.0,1026843,Basic Materials
PLD,Prologis Inc. Common Stock,138.07,130900853320.0,245364,Real Estate
GLW,Corning Incorporated Common Stock,151.14,130190232347.0,1601640,Industrials
SPGI,S&P Global Inc. Common Stock,441.455,130140934000.0,162159,Finance
ISRG,Intuitive Surgical Inc. Common Stock,367.61,129868539549.0,156042,Health Care
MNST,Monster Beverage Corporation,44.025,129371010255.0,760363,Consumer Staples
PGR,Progressive Corporation (The) Common Stock,220.51,128198289003.0,133287,Finance
CVS,CVS Health Corporation Common Stock,96.53,123459009720.0,240161,Consumer Staples
PH,Parker-Hannifin Corporation Common Stock,974.81,122872333256.0,150081,Industrials
LMT,Lockheed Martin Corporation Common Stock,527.66,121779048728.0,83765,Industrials
SBUX,Starbucks Corporation Common Stock,106.02,120862800000.0,467020,Consumer Discretionary
SNOW,Snowflake Inc. Common Stock,345.91,119892406000.0,1703262,Technology
MDT,Medtronic plc. Ordinary Shares,93.32,119447813949.0,497825,Health Care
SYK,Stryker Corporation Common Stock,305.4,117143208248.0,173116,Health Care
MO,Altria Group Inc.,69.43,115930320782.0,613362,Health Care
FTNT,Fortinet Inc. Common Stock,157.25,115376471934.0,341766,Technology
LOW,Lowe's Companies Inc. Common Stock,202.04,113355353999.0,166370,Consumer Discretionary
BNY,The Bank of New York Mellon Corporation Common Stock,164.21,111417165158.0,119856,Finance
ADP,Automatic Data Processing Inc. Common Stock,277.94,110415205122.0,167631,Technology
HOOD,Robinhood Markets Inc. Class A Common Stock,122.385,110034183981.0,7432615,Finance
ABNB,Airbnb Inc. Class A Common Stock,182.0545,109011627944.0,360165,Consumer Discretionary
MPC,Marathon Petroleum Corporation Common Stock,380.93,106974576970.0,294788,Energy
MCK,McKesson Corporation Common Stock,917.45,106965828534.0,232925,Health Care
VRT,Vertiv Holdings LLC Class A Common Stock,276.75,106545476878.0,452382,Technology
ADBE,Adobe Inc. Common Stock,267.065,106158337500.0,1778046,Technology
APP,Applovin Corporation Class A Common Stock,313.15,104795960650.0,362125,Technology
VLO,Valero Energy Corporation Common Stock,362.61,104405376633.0,378430,Energy
HWM,Howmet Aerospace Inc. Common Stock,261.21,104170913433.0,155045,Industrials
FCX,Freeport-McMoRan Inc. Common Stock,72.015,103414801919.0,763774,Basic Materials
APH,Amphenol Corporation Common Stock,83.39,102818490479.0,765496,Technology
EQIX,Equinix Inc. Common Stock REIT,1040.495,102667395925.0,30898,Real Estate
CEG,Constellation Energy Corporation Common Stock ,288.92,102366487941.0,229175,Utilities
SO,Southern Company (The) Common Stock,88.595,101916406973.0,238601,Utilities
BX,Blackstone Inc. Common Stock,135.0,101334390390.0,258726,Finance
CME,CME Group Inc. Class A Common Stock,281.54,101235945705.0,80531,Finance
NET,Cloudflare Inc. Class A Common Stock,281.505,100238220171.0,166419,Technology
PSX,Phillips 66 Common Stock,249.35,99495865405.0,329037,Energy
USB,U.S. Bancorp Common Stock,63.37,98733720133.0,258329,Finance
PNC,PNC Financial Services Group Inc. (The) Common Stock,245.05,97761145598.0,50064,Finance
GD,General Dynamics Corporation Common Stock,360.21,97457407211.0,84756,Industrials
KKR,KKR & Co. Inc. Common Stock,107.3325,96345473144.0,386467,Finance
DUK,Duke Energy Corporation (Holding Company) Common Stock,121.3,94577876011.0,156264,Utilities
CMCSA,Comcast Corporation Class A Common Stock,26.48,93967896453.0,1106460,Telecommunications
DASH,DoorDash Inc. Class A Common Stock,216.045,93611852799.0,499012,Consumer Discretionary
PWR,Quanta Services Inc. Common Stock,631.32,93012236078.0,66768,Industrials
CSX,CSX Corporation Common Stock,49.405,91521523274.0,719927,Industrials
INTU,Intuit Inc. Common Stock,332.35,90910021950.0,570046,Technology
ICE,Intercontinental Exchange Inc. Common Stock,161.74,90799944327.0,335498,Finance
WMB,Williams Companies Inc. (The) Common Stock,73.88,90367612831.0,438729,Utilities
ELV,Elevance Health Inc. Common Stock,412.71,89504124676.0,49995,Health Care
MRSH,Marsh Common Stock,186.435,88968882750.0,111836,Finance
WM,Waste Management Inc. Common Stock,219.915,87903364689.0,159845,Utilities
HCA,HCA Healthcare Inc. Common Stock,406.0,87899609000.0,78301,Health Care
MAR,Marriott International Class A Common Stock,337.02,87883454382.0,138754,Consumer Discretionary
UPS,United Parcel Service Inc. Common Stock,102.98,87613487314.0,246549,Industrials
MMM,3M Company Common Stock,168.9,87105516231.0,118646,Health Care
REGN,Regeneron Pharmaceuticals Inc. Common Stock,833.66,85829455296.0,69003,Health Care
MCO,Moody's Corporation Common Stock,492.01,85216132000.0,44289,Finance
EMR,Emerson Electric Company Common Stock,152.59,85114702000.0,121641,Technology
EPD,Enterprise Products Partners L.P. Common Stock,38.87,83938877559.0,132906,Utilities
CDNS,Cadence Design Systems Inc. Common Stock,300.64,82794151520.0,383561,Technology
AMT,American Tower Corporation (REIT) Common Stock,176.81,82386396087.0,100716,Real Estate
SHW,Sherwin-Williams Company (The) Common Stock,331.155,80390575494.0,70541,Consumer Discretionary
